American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Queens,410,"Ozone Park, Howard Beach",Portuguese,69.0,0.4,38.0,0.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Punjabi,2342.0,13.7,1037.0,9.9
2015-2019,Queens,410,"Ozone Park, Howard Beach",Romanian,44.0,0.3,44.0,0.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Russian,42.0,0.2,42.0,0.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Spanish,8424.0,49.2,5208.0,49.9
2015-2019,Queens,410,"Ozone Park, Howard Beach",Tagalog,196.0,1.1,102.0,1.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Telugu,30.0,0.2,0.0,0.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Thai,13.0,0.1,0.0,0.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Ukrainian,18.0,0.1,18.0,0.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",Urdu,511.0,3.0,338.0,3.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",Vietnamese,25.0,0.1,25.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Arabic,42.0,0.1,42.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Armenian,220.0,0.6,220.0,1.0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Bengali,51.0,0.1,51.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Burmese,208.0,0.6,101.0,0.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Chin languages,30.0,0.1,10.0,0.0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck","Chinese (incl. Mandarin, Cantonese)",17753.0,50.6,9924.0,46.4
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Croatian,223.0,0.6,201.0,0.9
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Farsi,159.0,0.5,110.0,0.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Filipino,338.0,1.0,154.0,0.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",French,40.0,0.1,33.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",German,15.0,0.0,15.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Greek,1165.0,3.3,946.0,4.4
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hebrew,99.0,0.3,48.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hindi,90.0,0.3,64.0,0.3
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Irish,8.0,0.0,8.0,0.0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Italian,787.0,2.2,726.0,3.4
2015-2019,Queens,413,"Queens Village, Rosedale",Lao,28.0,0.1,15.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Japanese,107.0,0.3,58.0,0.3
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Khmer,110.0,0.3,110.0,0.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Korean,7884.0,22.5,4474.0,20.9
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Lao,38.0,0.1,38.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Malayalam,70.0,0.2,45.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Min Nan Chinese,357.0,1.0,317.0,1.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Indo-Iranian languages,42.0,0.1,0.0,0.0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other and unspecified languages,9.0,0.0,0.0,0.0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Pashto,232.0,0.7,224.0,1.0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Polish,139.0,0.4,122.0,0.6
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Portuguese,35.0,0.1,35.0,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Punjabi,28.0,0.1,14.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Romanian,118.0,0.3,118.0,0.6
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Russian,616.0,1.8,534.0,2.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Serbocroatian,28.0,0.1,28.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Spanish,3270.0,9.3,2071.0,9.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tagalog,176.0,0.5,153.0,0.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tamil,23.0,0.1,21.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Thai,70.0,0.2,62.0,0.3
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Turkish,12.0,0.0,12.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Ukrainian,13.0,0.0,13.0,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Urdu,202.0,0.6,127.0,0.6
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Vietnamese,232.0,0.7,142.0,0.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Yiddish,13.0,0.0,0.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Akan (incl. Twi),183.0,0.5,79.0,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Arabic,533.0,1.6,263.0,1.7
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Bengali,9584.0,28.7,4370.0,27.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis","Chinese (incl. Mandarin, Cantonese)",585.0,1.7,385.0,2.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Croatian,7.0,0.0,7.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Dutch,19.0,0.1,19.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Edoid languages,108.0,0.3,98.0,0.6
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Filipino,188.0,0.6,147.0,0.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",French,762.0,2.3,439.0,2.8
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Fulah,9.0,0.0,9.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",German,34.0,0.1,21.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Greek,16.0,0.0,16.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Gujarati,25.0,0.1,25.0,0.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Haitian,3353.0,10.0,2119.0,13.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hindi,172.0,0.5,71.0,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Igbo,341.0,1.0,341.0,2.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Indonesian,34.0,0.1,8.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Italian,21.0,0.1,21.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Jamaican Creole English,78.0,0.2,60.0,0.4
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Khmer,10.0,0.0,10.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Korean,227.0,0.7,120.0,0.8
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Nilo-Saharan languages,32.0,0.1,0.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Afro-Asiatic languages,11.0,0.0,11.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other English-based Creole languages,32.0,0.1,0.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Niger-Congo languages,41.0,0.1,41.0,0.3
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other and unspecified languages,26.0,0.1,0.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other languages of Asia,29.0,0.1,14.0,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Polish,99.0,0.3,50.0,0.3
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Portuguese,142.0,0.4,74.0,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Punjabi,428.0,1.3,185.0,1.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Russian,23.0,0.1,3.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Sinhala,42.0,0.1,0.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Spanish,14958.0,44.7,5950.0,37.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tagalog,289.0,0.9,142.0,0.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tamil,84.0,0.3,56.0,0.4
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Turkish,21.0,0.1,0.0,0.0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Urdu,525.0,1.6,270.0,1.7
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Vietnamese,87.0,0.3,76.0,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Yoruba,290.0,0.9,187.0,1.2
2015-2019,Queens,413,"Queens Village, Rosedale",Akan (incl. Twi),108.0,0.4,51.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Armenian,18.0,0.1,18.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Bengali,1183.0,4.8,717.0,4.8
2015-2019,Queens,413,"Queens Village, Rosedale",Burmese,44.0,0.2,44.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale","Chinese (incl. Mandarin, Cantonese)",1757.0,7.2,977.0,6.5
2015-2019,Queens,413,"Queens Village, Rosedale",Croatian,24.0,0.1,12.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Farsi,45.0,0.2,45.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Filipino,140.0,0.6,40.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",French,592.0,2.4,396.0,2.6
2015-2019,Queens,413,"Queens Village, Rosedale",Fulah,16.0,0.1,16.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Greek,138.0,0.6,117.0,0.8
2015-2019,Queens,413,"Queens Village, Rosedale",Gujarati,804.0,3.3,562.0,3.8
2015-2019,Queens,413,"Queens Village, Rosedale",Haitian,5215.0,21.3,3151.0,21.0
2015-2019,Queens,413,"Queens Village, Rosedale",Hebrew,8.0,0.0,8.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Hindi,1209.0,4.9,553.0,3.7
2015-2019,Queens,413,"Queens Village, Rosedale",Hungarian,74.0,0.3,61.0,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Igbo,58.0,0.2,34.0,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Ilocano,7.0,0.0,7.0,0.0
2015-2019,Queens,413,"Queens Village, Rosedale",India N.E.C.,131.0,0.5,67.0,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Italian,107.0,0.4,107.0,0.7
2015-2019,Queens,413,"Queens Village, Rosedale",Jamaican Creole English,109.0,0.4,87.0,0.6
2015-2019,Queens,413,"Queens Village, Rosedale",Kannada,31.0,0.1,31.0,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Khmer,26.0,0.1,26.0,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Kiowa-Tanoan languages (2016 or earlier),38.0,0.2,38.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Korean,370.0,1.5,276.0,1.8
2015-2019,Queens,413,"Queens Village, Rosedale",Malayalam,682.0,2.8,511.0,3.4
2015-2019,Queens,413,"Queens Village, Rosedale",Manding languages,44.0,0.2,44.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Marathi,96.0,0.4,52.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Nepali,59.0,0.2,50.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Other English-based Creole languages,137.0,0.6,137.0,0.9
2015-2019,Queens,413,"Queens Village, Rosedale",Other Niger-Congo languages,71.0,0.3,56.0,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Pakistan N.E.C.,567.0,2.3,393.0,2.6
2015-2019,Queens,413,"Queens Village, Rosedale",Pashto,37.0,0.2,17.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Polish,61.0,0.2,31.0,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Portuguese,213.0,0.9,114.0,0.8
2015-2019,Queens,413,"Queens Village, Rosedale",Punjabi,2020.0,8.3,1052.0,7.0
2015-2019,Queens,413,"Queens Village, Rosedale",Romanian,8.0,0.0,8.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Russian,54.0,0.2,54.0,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Sinhala,83.0,0.3,0.0,0.0
2015-2019,Queens,413,"Queens Village, Rosedale",Somali,28.0,0.1,28.0,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Spanish,6341.0,25.9,4063.0,27.1
2015-2019,Queens,413,"Queens Village, Rosedale",Tagalog,727.0,3.0,351.0,2.3
2015-2019,Queens,413,"Queens Village, Rosedale",Tamil,17.0,0.1,0.0,0.0
2015-2019,Queens,413,"Queens Village, Rosedale",Thai,115.0,0.5,38.0,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Turkish,14.0,0.1,14.0,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Urdu,568.0,2.3,345.0,2.3
2015-2019,Queens,413,"Queens Village, Rosedale",Vietnamese,72.0,0.3,72.0,0.5
2015-2019,Queens,413,"Queens Village, Rosedale",Wolof,34.0,0.1,34.0,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Yoruba,153.0,0.6,52.0,0.3
2015-2019,Queens,414,"The Rockaways, Broad Channel",Amharic,29.0,0.2,29.0,0.3
2015-2019,Queens,414,"The Rockaways, Broad Channel",Arabic,101.0,0.6,52.0,0.6
2015-2019,Queens,414,"The Rockaways, Broad Channel",Bengali,209.0,1.3,117.0,1.4
2015-2019,Queens,414,"The Rockaways, Broad Channel","Chinese (incl. Mandarin, Cantonese)",640.0,4.1,456.0,5.4
2015-2019,Queens,414,"The Rockaways, Broad Channel",Croatian,22.0,0.1,22.0,0.3
2015-2019,Queens,414,"The Rockaways, Broad Channel",Edoid languages,28.0,0.2,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Farsi,27.0,0.2,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Filipino,141.0,0.9,141.0,1.7
2015-2019,Queens,414,"The Rockaways, Broad Channel",French,226.0,1.4,60.0,0.7
2015-2019,Queens,414,"The Rockaways, Broad Channel",German,15.0,0.1,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Greek,84.0,0.5,47.0,0.6
2015-2019,Queens,414,"The Rockaways, Broad Channel",Gujarati,14.0,0.1,14.0,0.2
2015-2019,Queens,414,"The Rockaways, Broad Channel",Haitian,320.0,2.0,125.0,1.5
2015-2019,Queens,414,"The Rockaways, Broad Channel",Hebrew,12.0,0.1,12.0,0.1
2015-2019,Queens,414,"The Rockaways, Broad Channel",Hindi,17.0,0.1,17.0,0.2
2015-2019,Queens,414,"The Rockaways, Broad Channel",Indonesian,45.0,0.3,29.0,0.3
2015-2019,Queens,414,"The Rockaways, Broad Channel",Italian,72.0,0.5,24.0,0.3
2015-2019,Queens,414,"The Rockaways, Broad Channel",Jamaican Creole English,42.0,0.3,42.0,0.5
2015-2019,Queens,414,"The Rockaways, Broad Channel",Korean,75.0,0.5,51.0,0.6
2015-2019,Queens,414,"The Rockaways, Broad Channel",Other Bantu languages,91.0,0.6,91.0,1.1
2015-2019,Queens,414,"The Rockaways, Broad Channel",Other Mande languages,20.0,0.1,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Other Native North American languages,66.0,0.4,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Pashto,88.0,0.6,43.0,0.5
2015-2019,Queens,414,"The Rockaways, Broad Channel",Polish,972.0,6.2,734.0,8.7
2015-2019,Queens,414,"The Rockaways, Broad Channel",Punjabi,57.0,0.4,25.0,0.3
2015-2019,Queens,414,"The Rockaways, Broad Channel",Romanian,53.0,0.3,53.0,0.6
2015-2019,Queens,414,"The Rockaways, Broad Channel",Russian,1425.0,9.1,1068.0,12.7
2015-2019,Queens,414,"The Rockaways, Broad Channel",Samoan,70.0,0.4,70.0,0.8
2015-2019,Queens,414,"The Rockaways, Broad Channel",Spanish,10027.0,64.1,4632.0,55.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Tagalog,65.0,0.4,18.0,0.2
2015-2019,Queens,414,"The Rockaways, Broad Channel",Turkish,14.0,0.1,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Ukrainian,114.0,0.7,114.0,1.4
2015-2019,Queens,414,"The Rockaways, Broad Channel",Urdu,49.0,0.3,14.0,0.2
2015-2019,Queens,414,"The Rockaways, Broad Channel",Uto-Aztecan languages,67.0,0.4,0.0,0.0
2015-2019,Queens,414,"The Rockaways, Broad Channel",Vietnamese,66.0,0.4,66.0,0.8
2015-2019,Queens,414,"The Rockaways, Broad Channel",Yiddish,149.0,1.0,129.0,1.5
2015-2019,Queens,414,"The Rockaways, Broad Channel",Yoruba,131.0,0.8,131.0,1.6
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Akan (incl. Twi),13.0,0.1,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Albanian,741.0,3.6,435.0,4.1
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Arabic,655.0,3.2,423.0,4.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Armenian,33.0,0.2,7.0,0.1
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Bengali,336.0,1.6,188.0,1.8
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Bulgarian,11.0,0.1,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Burmese,203.0,1.0,155.0,1.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond","Chinese (incl. Mandarin, Cantonese)",3698.0,17.9,2011.0,18.9
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Croatian,12.0,0.1,12.0,0.1
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Filipino,87.0,0.4,67.0,0.6
2015-2019,Staten Island,501,"Stapleton, Port Richmond",French,216.0,1.0,155.0,1.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Fulah,58.0,0.3,58.0,0.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Greek,78.0,0.4,78.0,0.7
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Gujarati,15.0,0.1,15.0,0.1
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Haitian,64.0,0.3,23.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Hindi,41.0,0.2,21.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Igbo,16.0,0.1,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Ilocano,7.0,0.0,7.0,0.1
2015-2019,Staten Island,501,"Stapleton, Port Richmond",India N.E.C.,50.0,0.2,19.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Italian,207.0,1.0,142.0,1.3
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Jamaican Creole English,38.0,0.2,20.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Korean,129.0,0.6,79.0,0.7
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Macedonian,22.0,0.1,22.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Malayalam,352.0,1.7,299.0,2.8
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Min Nan Chinese,7.0,0.0,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Nepali,40.0,0.2,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Other Mande languages,62.0,0.3,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Other Niger-Congo languages,70.0,0.3,54.0,0.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Other and unspecified languages,10.0,0.0,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Pashto,38.0,0.2,18.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Polish,557.0,2.7,184.0,1.7
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Punjabi,38.0,0.2,20.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Russian,1035.0,5.0,798.0,7.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Serbian,59.0,0.3,59.0,0.6
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Serbocroatian,158.0,0.8,158.0,1.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Sinhala,519.0,2.5,215.0,2.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Spanish,9837.0,47.6,4012.0,37.7
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Tagalog,252.0,1.2,182.0,1.7
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Tamil,118.0,0.6,96.0,0.9
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Thai,40.0,0.2,22.0,0.2
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Turkish,50.0,0.2,50.0,0.5
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Ukrainian,29.0,0.1,15.0,0.1
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Urdu,563.0,2.7,457.0,4.3
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Vietnamese,68.0,0.3,68.0,0.6
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Wolof,18.0,0.1,0.0,0.0
2015-2019,Staten Island,501,"Stapleton, Port Richmond",Yoruba,19.0,0.1,0.0,0.0
2015-2019,Staten Island,502,"New Springville, South Beach",Albanian,1643.0,8.7,1101.0,9.3
2015-2019,Staten Island,502,"New Springville, South Beach",Arabic,1088.0,5.8,597.0,5.1
2015-2019,Staten Island,502,"New Springville, South Beach",Bengali,37.0,0.2,37.0,0.3
2015-2019,Staten Island,502,"New Springville, South Beach",Bulgarian,25.0,0.1,13.0,0.1
2015-2019,Staten Island,502,"New Springville, South Beach",Burmese,56.0,0.3,56.0,0.5
2015-2019,Staten Island,502,"New Springville, South Beach","Chinese (incl. Mandarin, Cantonese)",5080.0,27.0,2458.0,20.8
2015-2019,Staten Island,502,"New Springville, South Beach",Croatian,62.0,0.3,51.0,0.4
2015-2019,Staten Island,502,"New Springville, South Beach",Czech,88.0,0.5,88.0,0.7
2015-2019,Staten Island,502,"New Springville, South Beach",Farsi,21.0,0.1,21.0,0.2
2015-2019,Staten Island,502,"New Springville, South Beach",Filipino,145.0,0.8,99.0,0.8
2015-2019,Staten Island,502,"New Springville, South Beach",French,98.0,0.5,98.0,0.8
2015-2019,Staten Island,502,"New Springville, South Beach",Greek,179.0,1.0,120.0,1.0
2015-2019,Staten Island,502,"New Springville, South Beach",Gujarati,153.0,0.8,93.0,0.8
2015-2019,Staten Island,502,"New Springville, South Beach",Hebrew,123.0,0.7,114.0,1.0
2015-2019,Staten Island,502,"New Springville, South Beach",Hindi,32.0,0.2,32.0,0.3
2015-2019,Staten Island,502,"New Springville, South Beach",India N.E.C.,12.0,0.1,12.0,0.1
2015-2019,Staten Island,502,"New Springville, South Beach",Italian,1185.0,6.3,868.0,7.3
2015-2019,Staten Island,502,"New Springville, South Beach",Korean,986.0,5.2,829.0,7.0
2015-2019,Staten Island,502,"New Springville, South Beach",Lithuanian,68.0,0.4,19.0,0.2
2015-2019,Staten Island,502,"New Springville, South Beach",Macedonian,139.0,0.7,96.0,0.8
2015-2019,Staten Island,502,"New Springville, South Beach",Malay,9.0,0.0,0.0,0.0
2015-2019,Staten Island,502,"New Springville, South Beach",Malayalam,395.0,2.1,190.0,1.6
2015-2019,Staten Island,502,"New Springville, South Beach",Min Nan Chinese,28.0,0.1,28.0,0.2
2015-2019,Staten Island,502,"New Springville, South Beach",Other Indo-European languages,16.0,0.1,0.0,0.0
2015-2019,Staten Island,502,"New Springville, South Beach",Other Native North American languages,22.0,0.1,22.0,0.2
2015-2019,Staten Island,502,"New Springville, South Beach",Other and unspecified languages,113.0,0.6,113.0,1.0
2015-2019,Staten Island,502,"New Springville, South Beach",Other languages of Asia,14.0,0.1,14.0,0.1
2015-2019,Staten Island,502,"New Springville, South Beach",Pakistan N.E.C.,124.0,0.7,124.0,1.0
2015-2019,Staten Island,502,"New Springville, South Beach",Pashto,10.0,0.1,0.0,0.0
2015-2019,Staten Island,502,"New Springville, South Beach",Polish,939.0,5.0,569.0,4.8
2015-2019,Staten Island,502,"New Springville, South Beach",Punjabi,35.0,0.2,14.0,0.1
2015-2019,Staten Island,502,"New Springville, South Beach",Russian,2489.0,13.3,1970.0,16.7
2015-2019,Staten Island,502,"New Springville, South Beach",Serbian,29.0,0.2,12.0,0.1
2015-2019,Staten Island,502,"New Springville, South Beach",Serbocroatian,35.0,0.2,35.0,0.3
2015-2019,Staten Island,502,"New Springville, South Beach",Sinhala,67.0,0.4,8.0,0.1
2015-2019,Staten Island,502,"New Springville, South Beach",Slovak,45.0,0.2,34.0,0.3
2015-2019,Staten Island,502,"New Springville, South Beach",Spanish,2081.0,11.1,1092.0,9.2
2015-2019,Staten Island,502,"New Springville, South Beach",Tagalog,138.0,0.7,102.0,0.9
2015-2019,Staten Island,502,"New Springville, South Beach",Tamil,106.0,0.6,82.0,0.7
2015-2019,Staten Island,502,"New Springville, South Beach",Telugu,20.0,0.1,0.0,0.0
2015-2019,Staten Island,502,"New Springville, South Beach",Turkish,67.0,0.4,22.0,0.2
2015-2019,Staten Island,502,"New Springville, South Beach",Ukrainian,290.0,1.5,208.0,1.8
2015-2019,Staten Island,502,"New Springville, South Beach",Urdu,381.0,2.0,279.0,2.4
2015-2019,Staten Island,502,"New Springville, South Beach",Vietnamese,54.0,0.3,41.0,0.3
2015-2019,Staten Island,502,"New Springville, South Beach",Yiddish,57.0,0.3,57.0,0.5
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Albanian,381.0,3.6,246.0,3.1
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Arabic,530.0,4.9,497.0,6.3
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Bengali,216.0,2.0,87.0,1.1
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills","Chinese (incl. Mandarin, Cantonese)",1913.0,17.8,1190.0,15.2
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",French,50.0,0.5,36.0,0.5
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Greek,66.0,0.6,66.0,0.8
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Italian,1679.0,15.7,1445.0,18.5
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Korean,289.0,2.7,204.0,2.6
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Macedonian,220.0,2.1,13.0,0.2
2015-2019,Staten Island,503,"Tottenville, Woodrow, Great Kills",Malayalam,68.0,0.6,24.0,0.3
